"","ID","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Number","Street","Side","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"52","A-3305965",2,2020-12-09 13:30:00,2020-12-09 17:43:30,28.421394,-81.400216,28.421352,-81.404631,0.268,"Slow traffic from Bachman Rd (Taft Vineland Rd) to US-17/US-92/US-441/S Orange Blossom Trl (Taft Vineland Rd) due to accident.",1757,"W Taft Vineland Rd","R","Orlando","Orange","FL","32837-8418","US","US/Eastern","KMCO",2020-12-09 13:53:00,60,60,41,30.05,10,"WNW",10,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"53","A-3712594",2,2020-02-03 15:09:30,2020-02-03 16:01:58,34.06804,-117.60363,34.06802,-117.60354,0.005,"At Archibald Ave/Exit 55A/Exit 55B - Accident.",NA,"I-10 E","R","Ontario","San Bernardino","CA","91764","US","US/Pacific","KONT",2020-02-03 14:53:00,58,58,12,28.8,10,"NE",17,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"54","A-2771711",2,2016-11-07 05:47:58,2016-11-07 11:47:58,42.06651,-88.14493,42.06651,-88.1358,0.468,"At Barrington Rd - Accident.",NA,"Jane Addams Memorial Tollway E","R","Hoffman Estates","Cook","IL","60169","US","US/Central","KDPA",2016-11-07 05:52:00,42.1,NA,85,30.32,8,"Calm",NA,NA,"Clear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Day","Day"
"55","A-3197684",2,2020-11-05 06:21:00,2020-11-05 10:45:03,29.652207,-95.253768,29.652102,-95.253764,0.007,"Incident on MOSLEY RD near AIRPORT BLVD Drive with caution.",NA,"Airport Blvd","R","Houston","Harris","TX","77061","US","US/Central","KHOU",2020-11-05 05:53:00,65,65,90,30.16,10,"CALM",0,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Day","Day","Day"
"56","A-2754333",4,2016-12-14 23:15:24,2016-12-15 05:15:24,39.626191,-89.732365,39.625322,-89.732695,0.063,"Closed at Cherry Grove School Ln - Road closed due to accident.",11858,"State Route 4","L","Auburn","Sangamon","IL","62615","US","US/Central","KSPI",2016-12-14 22:52:00,15.1,0.5,56,30.44,10,"NW",13.8,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"57","A-3256590",2,2020-12-22 01:33:00,2020-12-22 03:10:24,34.661189,-120.492821,34.639859,-120.493141,1.474,"Incident on FLORADALE AVE near W CENTRAL AVE Drive with caution.",2401,"W Central Ave","R","Lompoc","Santa Barbara","CA","93436","US","US/Pacific","KLPC",2020-12-22 01:22:00,48,48,93,29.95,0.75,"CALM",0,0,"Fog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Night"
"58","A-4096788",2,2018-01-18 14:33:16,2018-01-18 20:33:16,40.71986,-74.14938,40.721812,-74.147392,0.17,"At Wilson Ave - Accident. Left lane blocked.",NA,"US-9 N","R","Newark","Essex","NJ","07105","US","US/Eastern","KEWR",2018-01-18 14:51:00,34,24.2,35,29.94,10,"WNW",15,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"59","A-3561225",2,2020-06-18 15:10:50,2020-06-18 16:10:50,32.53881,-86.22545,32.53881,-86.22545,0,"At AL-212/W Bridge St - Accident.",1235,"Elmore Rd","R","Wetumpka","Elmore","AL","36092","US","US/Central","KMXF",2020-06-18 14:56:00,84,84,51,29.85,9,"WNW",5,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"60","A-3844125",2,2019-11-13 15:29:00,2019-11-13 16:40:45,37.72672,-121.94254,37.72676,-121.94257,0.003,"At Bollinger Canyon Rd - Accident.",NA,"I-680 N","R","San Ramon","Contra Costa","CA","94583","US","US/Pacific","KLVK",2019-11-13 15:53:00,72,72,37,29.5,10,"E",6,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"61","A-3682865",2,2020-01-12 15:25:46,2020-01-12 19:25:46,45.28408,-121.70603,45.28408,-121.70603,0,"At NF-3540 - Accident.",93712,"Mount Hood Hwy","R","Government Camp","Clackamas","OR","97028","US","US/Pacific","KCZK",2020-01-12 15:00:00,44,39,71,29.7,10,"WNW",9,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"62","A-3640047",2,2020-04-14 12:58:42,2020-04-14 13:58:42,35.49323,-97.53176,35.49323,-97.53176,0,"At N Classen Blvd - Accident.",NA,"NW 23rd St","R","Oklahoma City","Oklahoma","OK","73106","US","US/Central","KOKC",2020-04-14 12:52:00,40,37,70,28.95,10,"ESE",5,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"63","A-2735305",2,2016-10-31 20:19:20,2016-11-01 02:19:20,32.82674,-97.06128,32.81954,-97.06048,0.5,"At Trinity Blvd - Accident.",NA,"TX-360 N","R","Fort Worth","Tarrant","TX","76155","US","US/Central","KDFW",2016-10-31 19:53:00,78.1,NA,39,29.91,10,"SSE",13.8,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"64","A-3303586",2,2020-12-12 01:25:00,2020-12-12 03:12:11,34.008125,-117.968734,34.006645,-117.963894,0.295,"Incident on CA-60 EB near HACIENDA BLVD Drive with caution.",NA,"CA-60 E","R","Hacienda Heights","Los Angeles","CA","91745","US","US/Pacific","KEMT",2020-12-12 01:53:00,51,51,77,29.98,7,"E",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"65","A-3596890",2,2020-03-23 14:00:58,2020-03-23 14:27:10,36.88237,-119.79273,36.88427,-119.79272,0.131,"At Rio Mesa Blvd/Children's Blvd - Accident. Hard shoulder blocked.",NA,"Highway 41","R","Madera","Madera","CA","93636","US","US/Pacific","KFAT",2020-03-23 13:53:00,62,62,58,29.77,10,"ESE",3,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"66","A-2819549",2,2016-07-18 08:53:05,2016-07-18 14:53:05,33.58206,-112.116229,33.58205,-112.118644,0.139,"Between 25th Ave and 27th Dr - Accident.",2694,"W Peoria Ave","R","Phoenix","Maricopa","AZ","85029","US","US/Mountain","KDVT",2016-07-18 08:53:00,91,NA,35,29.94,10,"North",4.6,NA,"Clear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"67","A-3111893",2,2020-12-11 16:56:00,2020-12-11 21:39:15,36.702091,-76.961435,36.701813,-76.961355,0.02,"On Rt. 641 (Delaware Rd) in the County of Southampton in the vicinity of Delaware Rd; Rt. 687N/S (Southampton County) near 25076 Delaware Road motorists can expect potential delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.",810,"Hunterdale Rd","R","Franklin","Franklin City","VA","23851-2996","US","US/Eastern","KFKN",2020-12-11 16:55:00,59,59,75,30.1,10,"SE",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"68","A-3934996",4,2019-01-30 23:30:31,2019-01-30 23:59:59,41.62993,-84.77188,41.6136,-84.54554,11.745,"Closed between Westgate Toll Booth and OH-15/Exit 13 - Road closed due to accident. Traffic problem.",NA,"Ohio Tpke E","R","Edon","Williams","OH","43518","US","US/Eastern","KANQ",2019-01-30 23:35:00,-14.8,-33.5,70,30.29,10,"WSW",9.2,NA,"Clear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"69","A-3954874",3,2018-12-28 01:46:45,2018-12-28 02:16:24,29.77039,-95.157411,29.77043,-95.15551,0.114,"At I-10 - Accident. in the right lane.",NA,"East Fwy","R","Houston","Harris","TX","77015","US","US/Central","KHOU",2018-12-28 01:53:00,53.1,NA,74,29.94,10,"NNE",8.1,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"70","A-4168466",2,2019-04-10 08:52:55,2019-04-10 09:22:51,45.06996,-93.18588,45.06418,-93.18654,0.401,"At I-694/Exit 27 - Accident.",NA,"I-35W S","R","Saint Paul","Ramsey","MN","55112","US","US/Central","KANE",2019-04-10 08:50:00,34,26,75,29.11,10,"ENE",9,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"71","A-4038801",2,2018-06-28 08:37:45,2018-06-28 14:37:45,40.86743,-73.97599,40.86203,-73.97469,0.379,"At RT-4 - Accident. Right lane blocked.",NA,"New Jersey Tpke S","R","Leonia","Bergen","NJ","07605","US","US/Eastern","KTEB",2018-06-28 08:51:00,72,NA,93,29.78,4,"SSW",4.6,0.06,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"72","A-3682986",2,2020-01-12 12:00:00,2020-01-12 12:54:43,37.850978,-122.299583,37.850978,-122.299583,0,"At CA-13/Ashby Ave/Bay St - Accident.",NA,"Eastshore Fwy W","R","Berkeley","Alameda","CA","94710","US","US/Pacific","KOAK",2020-01-12 11:53:00,52,52,74,30.22,10,"SSW",5,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"73","A-3158128",2,2020-10-21 12:27:00,2020-10-22 00:24:30,28.605911,-81.380624,28.605909,-81.386018,0.327,"Queuing traffic on FL-423 from US-17/US-92 (FL-423) to I-4 (FL-423) due to accident.",2309,"Lee Rd","R","Winter Park","Orange","FL","32789-1749","US","US/Eastern","KORL",2020-10-21 12:32:00,82,82,79,29.93,6,"E",10,0.01,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"74","A-2867128",2,2017-01-30 06:10:06,2017-01-30 12:10:06,40.72602,-111.96163,40.72681,-111.967855,0.33,"At 3200/Exit 14 - Accident.",NA,"UT-201 W","R","West Valley City","Salt Lake","UT","84119","US","US/Mountain","KU42",2017-01-30 06:15:00,18.7,13.5,100,30.45,3,"SSW",3.5,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"75","A-3184328",2,2020-12-11 12:21:00,2020-12-12 07:37:16,28.568394,-81.283408,28.568312,-81.287118,0.225,"Stationary traffic on FL-50 from N Chickasaw Trl (FL-50) to N Forsyth Rd (FL-50) due to accident.",7705,"E Colonial Dr","L","Orlando","Orange","FL","32807-8421","US","US/Eastern","KORL",2020-12-11 11:53:00,70,70,46,30.07,10,"CALM",0,0,"Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"76","A-3788817",2,2019-12-22 18:08:00,2019-12-22 19:08:54,37.349704,-121.838693,37.349704,-121.838693,0,"At Jackson Ave - Accident.",NA,"I-680 N","R","San Jose","Santa Clara","CA","95116","US","US/Pacific","KRHV",2019-12-22 17:50:00,52,52,82,29.72,10,"NNE",3,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"77","A-2871806",2,2017-03-01 09:15:24,2017-03-01 15:15:24,32.92034,-96.81831,32.92081,-96.81848,0.034,"At Harvest Hill Rd - Accident.",NA,"Dallas North Tollway N","R","Dallas","Dallas","TX","75230","US","US/Central","KDAL",2017-03-01 08:53:00,55,NA,40,30.15,10,"North",18.4,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"78","A-3385517",2,2020-11-03 15:05:00,2020-11-03 18:58:22,33.797303,-117.877689,33.792883,-117.879369,0.32,"SB 57 JNO ORANGE WOOD. [FSP] has closed their incident [201103OCFSP00009]",NA,"CA-57 S","R","Orange","Orange","CA","92868","US","US/Pacific","KSNA",2020-11-03 14:53:00,71,71,61,29.91,8,"SW",10,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"79","A-3290613",2,2020-10-31 17:06:00,2020-10-31 21:51:00,34.064838,-118.013308,34.064984,-118.000338,0.742,"Stationary traffic on San Bernardino Fwy E - I-10 E from exit [26B] to exit [31B] due to accident.",NA,"I-10 E","R","El Monte","Los Angeles","CA","91732","US","US/Pacific","KEMT",2020-10-31 16:53:00,76,76,50,29.86,9,"SSW",6,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"80","A-3912885",2,2019-02-18 22:53:00,2019-02-18 23:53:00,41.380941,-112.04205,41.387482,-112.04167,0.452,"At UT-315/Exit 357 - Accident.",NA,"I-15 N","R","Willard","Box Elder","UT","84340","US","US/Mountain","KBMC",2019-02-18 22:55:00,26.2,20.7,63,30.02,10,"WSW",4.6,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"81","A-4011818",2,2018-08-16 10:40:18,2018-08-16 11:09:58,47.78001,-122.31744,47.774732,-122.318761,0.37,"At WA-104/205th St/Exit 177 - Accident. Right lane blocked.",NA,"I-5 S","R","Mountlake Terrace","Snohomish","WA","98043","US","US/Pacific","KPAE",2018-08-16 10:53:00,57.9,NA,97,30.09,1.5,"SSW",6.9,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"82","A-3007020",2,2020-12-22 13:03:00,2020-12-22 14:48:00,34.71993,-86.584824,34.719929,-86.585367,0.031,"Incident on US-431 NB near MM 333 Drive with caution.",405,"Governors Dr","L","Huntsville","Madison","AL","35801","US","US/Central","KHUA",2020-12-22 12:58:00,57,57,31,29.5,10,"NNE",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"83","A-3140492",2,2020-11-26 18:04:30,2020-11-27 09:18:50,25.760893,-80.395272,25.760878,-80.390811,0.278,"Slow traffic on US-41 S from SW 127th Ave (US-41) to FL-821/Florida's Tpke (US-41) due to accident.",12362,"SW 8th St","L","Miami","Miami-Dade","FL","33184-1510","US","US/Eastern","KTMB",2020-11-26 17:53:00,72,72,84,30.06,10,"E",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"84","A-3921513",4,2019-01-07 07:22:45,2019-01-07 07:52:31,38.91089,-76.580094,38.89202,-76.59682,1.584,"Closed at MD-214/W Central Ave - Road closed due to accident.",3598,"Solomons Island Rd","R","Edgewater","Anne Arundel","MD","21037","US","US/Eastern","KNAK",2019-01-07 06:54:00,39,33.4,50,30.48,10,"NNE",8.1,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"85","A-3445402",2,2020-05-26 10:20:35,2020-05-26 10:50:35,28.28062,-82.676,28.28062,-82.676,0,"At CR-524/CR-587/Ridge Rd - Accident.",NA,"Little Rd","R","New Port Richey","Pasco","FL","34654","US","US/Eastern","KBKV",2020-05-26 09:53:00,81,81,72,29.81,10,"VAR",3,0,"Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"86","A-3152985",2,2020-10-27 17:21:00,2020-10-27 18:36:04,28.761767,-81.361516,28.755717,-81.363656,0.438,"Incident on I-4 WB near MM 98 Drive with caution.",NA,"I-4 W","R","Lake Mary","Seminole","FL","32746","US","US/Eastern","KSFB",2020-10-27 16:53:00,85,85,65,29.99,10,"E",15,0,"Fair",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"87","A-3681169",2,2020-01-10 15:22:00,2020-01-10 17:23:29,34.00078,-117.35221,34.00121,-117.35193,0.034,"At Columbia Ave - Accident. Obstruction on roadway {something that does block the road or part of it}.",NA,"I-215 N","R","Riverside","Riverside","CA","92501","US","US/Pacific","KRAL",2020-01-10 14:53:00,65,65,31,29.3,10,"VAR",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"88","A-4086719",3,2018-02-24 11:12:13,2018-02-24 17:12:13,35.01436,-85.25181,35.0159,-85.25404,0.165,"At Germantown Rd/Exit 183 - Accident.",NA,"I-24 W","R","Chattanooga","Hamilton","TN","37411","US","US/Eastern","KCHA",2018-02-24 10:53:00,73,NA,61,30.11,10,"South",13.8,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"89","A-2838747",2,2016-11-06 03:58:24,2016-11-06 09:58:24,37.835976,-122.295908,37.83147,-122.29415,0.326,"At I-80/I-580 Southern Split - Accident.",NA,"Eastshore Fwy W","R","Emeryville","Alameda","CA","94608","US","US/Pacific","KOAK",2016-11-06 03:53:00,61,NA,87,30.05,10,"SE",10.4,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"90","A-2992103",2,2020-12-11 15:18:17,2020-12-11 17:27:35,36.171088,-86.601602,36.170809,-86.60153,0.02,"Incident on OLD HICKORY BLVD near I-40 Expect long delays.",NA,"Old Hickory Blvd","R","Hermitage","Davidson","TN","37076","US","US/Central","KBNA",2020-12-11 14:53:00,64,64,54,29.35,10,"S",14,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"91","A-3157897",2,2020-12-23 01:04:15,2020-12-23 02:21:38,29.519652,-98.519049,29.520492,-98.508059,0.663,"Incident on I-410 EB near NW MILITARY HWY Drive with caution.",NA,"Connally Loop","R","San Antonio","Bexar","TX","78213","US","US/Central","KSAT",2020-12-23 00:51:00,65,65,84,29.11,10,"S",12,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"92","A-2980100",2,2020-09-10 18:04:30,2020-09-10 22:28:19,40.681846,-73.805754,40.671014,-73.801227,0.785,"Slow traffic on I-678 from Liberty Ave/Exit 4 (I-678) to Belt Pkwy/Exit 1 (I-678) due to accident.",11412,"Van Wyck Expy","R","South Ozone Park","Queens","NY","11420-2229","US","US/Eastern","KJFK",2020-09-10 17:51:00,77,77,89,30.14,10,"S",7,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"93","A-3307553",2,2020-12-11 00:20:00,2020-12-11 03:53:42,35.3468,-119.047973,35.346801,-119.047587,0.022,"JWO. SEMI VS PARKED VEH",599,"Stine Rd","R","Bakersfield","Kern","CA","93309","US","US/Pacific","KBFL",2020-12-11 00:54:00,44,44,55,29.58,7,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Night"
"94","A-3018569",2,2020-11-20 22:36:39,2020-11-21 04:18:56,35.709153,-80.855255,35.804731,-80.861352,6.613,"Stationary traffic on I-77 N from US-21/NC-115/Exit 42 (I-77) to I-40/Exit 51 (I-77) due to accident.",NA,"I-77 N","R","Troutman","Iredell","NC","28166","US","US/Eastern","KSVH",2020-11-20 22:35:00,47,47,90,29.36,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"95","A-3986888",2,2018-10-23 08:40:28,2018-10-23 09:10:12,33.93102,-118.30914,33.9309,-118.30913,0.008,"At Imperial Hwy - Accident.",1801,"W Imperial Hwy","L","Los Angeles","Los Angeles","CA","90047-5021","US","US/Pacific","KHHR",2018-10-23 08:53:00,63,NA,90,29.94,2.5,"SW",3.5,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"96","A-3154088",2,2020-11-22 03:16:00,2020-11-22 07:51:16,30.133575,-85.562393,30.13642,-85.564683,0.24,"Incident on COLERIDGE RD near OLD FOREST WAY RD Drive with caution.",698,"Old Forest Way Rd","R","Panama City","Bay","FL","32404-8621","US","US/Central","KPAM",2020-11-22 02:56:00,65,65,81,30.14,10,"ENE",7,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"97","A-3698241",3,2020-01-23 23:19:43,2020-01-23 23:48:26,40.82674,-73.85438,40.82546,-73.86457,0.54,"At White Plains Rd - Accident. Two lanes blocked.",NA,"Bruckner Expy W","R","Bronx","Bronx","NY","10473","US","US/Eastern","KLGA",2020-01-23 22:51:00,41,37,60,30.33,10,"S",6,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"98","A-3718674",2,2020-02-08 17:45:00,2020-02-08 18:59:59,37.689309,-122.105713,37.689309,-122.105713,0,"At CA-185/14th St/Mission Blvd - Accident.",NA,"I-238 N","R","Hayward","Alameda","CA","94541","US","US/Pacific","KHWD",2020-02-08 17:54:00,55,55,69,29.94,10,"W",7,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"99","A-3565465",2,2020-06-19 21:15:00,2020-06-19 22:07:43,33.901878,-118.286894,33.901878,-118.286894,0,"At I-110 - Accident.",NA,"Harbor Fwy S","R","Gardena","Los Angeles","CA","90248","US","US/Pacific","KHHR",2020-06-19 20:53:00,65,65,73,29.87,10,"W",12,0,"Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Day"
"100","A-2826826",2,2016-05-05 09:15:29,2016-05-05 15:15:29,39.68274,-85.97074,39.68274,-85.97074,0,"At Acton Rd - Accident.",10898,"Southeastern Ave","L","Indianapolis","Marion","IN","46239-1971","US","US/Eastern","KMQJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"101","A-3768446",2,2019-12-08 12:16:00,2019-12-08 13:09:59,35.659085,-120.602592,35.659085,-120.602592,0,"At Estrella Rd - Accident.",5011,"E Highway 46","R","Paso Robles","San Luis Obispo","CA","93446-7186","US","US/Pacific","KPRB",2019-12-08 12:06:00,51,NA,92,29.16,3,NA,NA,0.05,"Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"102","A-2907665",2,2017-05-01 12:32:26,2017-05-01 18:32:26,26.16614,-80.154575,26.16614,-80.154575,0,"At 6th Ave - Accident.",NA,"NW 9th Ave","R","Fort Lauderdale","Broward","FL","33311","US","US/Eastern","KFXE",2017-05-01 12:53:00,86,NA,57,30.1,10,"SE",17.3,NA,"Scattered Clouds",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"103","A-2894382",2,2017-03-10 14:52:24,2017-03-10 20:52:24,32.71546,-117.12329,32.71713,-117.11446,0.526,"At CA-15 - Accident.",NA,"CA-94 E","R","San Diego","San Diego","CA","92102","US","US/Pacific","KSAN",2017-03-10 14:51:00,73.9,NA,34,30.01,10,"NW",9.2,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
